1	10
1	11
1	12
1	13
1	14
1	15
1	16
1	17
1	30
1	31
1	32
1	33
1	34
1	35
1	36
1	37
1	38
1	39
1	40
1	41
1	42
1	43
1	44
1	45
1	46
1	47
111115	93
111115	94
1	2
1	4
1	156
1	3
1	159
1	158
2	95
2	96
2	97
2	98
2	167
205	18
210	19
301	74
301	75
301	76
301	77
301	161
302	78
302	79
302	80
302	81
302	162
304	84
304	85
304	86
304	164
310	55
310	56
310	57
310	58
310	59
310	60
310	61
310	62
310	63
310	64
310	65
310	66
310	67
310	68
310	69
310	70
310	71
310	72
310	73
310	160
311	56
311	57
311	58
311	59
311	60
311	61
311	62
311	63
311	64
311	65
311	160
311	55
315	87
315	88
315	165
316	82
316	83
316	163
366	89
366	90
366	91
366	92
366	166
710	5
717	6
721	7
725	8
735	9
1001	50
1002	51
1003	52
1004	53
1005	54
1201	147
1201	148
1201	178
1246	24
1247	25
1248	26
1249	27
1250	28
1251	29
1309	149
1309	150
1309	179
1320	109
1320	110
1320	111
1320	112
1320	171
1321	142
1321	143
1321	144
1321	176
1325	135
1325	136
1325	137
1325	138
1325	139
1325	140
1325	141
1325	175
1326	113
1326	114
1326	116
1326	117
1326	118
1326	119
1326	120
1326	121
1326	122
1326	123
1326	172
1327	124
1327	125
1327	127
1327	128
1327	129
1327	130
1327	131
1327	132
1327	133
1327	134
1327	173
1333	174
1333	154
1333	155
1350	145
1350	146
1350	177
1384	107
1384	108
1384	170
1414	20
1421	21
1424	22
1425	23
1601	48
1603	49
1703	151
1703	152
1703	180
1704	151
1704	153
1704	180
1901	103
1901	99
1901	168
1914	104
1914	105
1914	106
1914	169
2042	99
2042	100
2042	168
2043	99
2043	101
2043	168
2045	99
2045	102
2045	168
9999	4
9999	3
9999	156
9999	2
