135	201	212	B 	0
136	202	212	C 	1752
137	203	212	D 	34
138	204	212	E 	0
139	205	212	F 	577
602	206	212	Z	0
140	207	213	A 	1
603	208	213	Z	0
141	209	214	A 	9
142	210	214	B 	2572
604	211	214	Z	0
143	212	215	A 	141
144	213	215	B 	982
145	214	215	C 	2
146	215	215	D 	902
147	216	215	E 	5
148	217	215	F 	1
149	218	215	G 	0
605	219	215	Z	0
150	220	216	A 	41
151	221	216	B 	1248
152	222	216	C 	1124
153	223	216	D 	0
154	224	216	E 	0
155	225	216	F 	2
606	226	216	Z	0
156	227	217	A 	2300
607	228	217	Z	0
157	229	218	A 	1076
158	230	218	B 	3183
608	231	218	Z	0
159	232	219	A 	0
160	233	219	B 	0
161	234	219	C 	3027
162	235	219	D 	0
163	236	219	E 	0
609	237	219	Z	0
164	238	220	A 	1748
610	239	220	Z	0
165	240	221	A 	133
166	241	221	B 	226
167	242	221	C 	422
168	243	221	D 	154
611	244	221	Z	0
169	245	222	A 	2731
612	246	222	Z	0
170	247	223	A 	702
613	248	223	Z	0
171	249	224	A 	270
614	250	224	Z	0
172	251	225	A 	2498
173	252	225	B 	1194
174	253	225	C 	0
615	254	225	Z	0
175	255	226	A 	1633
616	256	226	Z	0
176	257	227	A 	567
177	258	227	B 	79
178	259	227	C 	198
617	260	227	Z	0
179	261	228	A 	1794
618	262	228	Z	0
180	263	229	A 	888
181	264	229	B 	1111
619	265	229	Z	0
182	266	231	A 	2787
620	267	231	Z	0
183	268	232	A 	5064
184	269	232	B 	14
185	270	232	C 	284
621	271	232	Z	0
186	272	233	A 	83
187	273	233	B 	44
188	274	233	C 	500
189	275	233	D 	1215
190	276	233	E 	1138
191	277	233	F 	629
622	278	233	Z	0
192	279	234	A 	180
193	280	234	B 	2021
623	281	234	Z	0
194	282	235	A 	2505
624	283	235	Z	0
195	284	236	A 	3009
625	285	236	Z	0
196	286	237	A 	2069
626	287	237	Z	0
197	288	238	A 	2934
627	289	238	Z	0
198	290	239	A 	2395
628	291	239	Z	0
199	292	240	A 	1027
629	293	240	Z	0
200	294	241	A 	1729
630	295	241	Z	0
201	296	242	A 	4795
631	297	242	Z	0
202	298	243	A 	1715
632	299	243	Z	0
203	300	244	A 	2829
204	301	244	B 	148
205	302	244	C 	594
633	303	244	Z	0
206	304	245	A 	0
207	305	245	B 	1326
208	306	245	C 	0
634	307	245	Z	0
209	308	246	A 	1795
635	309	246	Z	0
210	310	247	A 	771
636	311	247	Z	0
211	312	248	A 	2382
637	313	248	Z	0
212	314	249	A 	3055
638	315	249	Z	0
213	316	250	A 	4964
639	317	250	Z	0
214	318	251	A 	3180
640	319	251	Z	0
215	320	252	A 	2640
641	321	252	Z	0
216	322	253	A 	2948
642	323	253	Z	0
217	324	254	A 	2593
218	325	254	B 	1205
643	326	254	Z	0
219	327	256	A 	2097
644	328	256	Z	0
220	329	258	A 	2318
221	330	258	B 	346
645	331	258	Z	0
222	332	259	A 	2829
646	333	259	Z	0
223	334	260	A 	1295
647	335	260	Z	0
224	336	262	A 	4722
648	337	262	Z	0
225	338	263	A 	2976
649	339	263	Z	0
226	340	266	A 	108
227	341	266	B 	466
650	342	266	Z	0
228	343	267	A 	1661
229	344	267	B 	2
651	345	267	Z	0
230	346	268	A 	1127
231	347	268	B 	112
652	348	268	Z	0
232	349	273	A 	2722
653	350	273	Z	0
233	351	274	A 	2634
654	352	274	Z	0
234	353	275	A 	2453
235	354	275	B 	1060
655	355	275	Z	0
236	356	277	A 	4835
656	357	277	Z	0
237	358	301	A 	472
238	359	301	B 	278
239	360	301	C 	0
240	361	301	D 	531
657	362	301	Z	0
241	363	302	A 	2483
242	364	302	B 	97
243	365	302	C 	0
244	366	302	D 	559
245	367	302	E 	0
658	368	302	Z	0
246	369	303	A 	2621
247	370	303	B 	0
248	371	303	C 	41
659	372	303	Z	0
249	373	304	A 	4244
660	374	304	Z	0
250	375	305	A 	7
661	376	305	Z	0
251	377	306	A 	4
252	378	306	B 	2695
662	379	306	Z	0
253	380	307	A 	1175
254	381	307	B 	144
255	382	307	C 	235
663	383	307	Z	0
256	384	308	A 	4260
257	385	308	B 	58
258	386	308	C 	270
664	387	308	Z	0
259	388	309	A 	294
260	389	309	B 	119
261	390	309	C 	1233
262	391	309	D 	782
665	392	309	Z	0
263	393	310	A 	0
264	394	310	B 	2106
265	395	310	C 	52
266	396	310	D 	0
267	397	310	E 	73
268	398	310	F 	1782
666	399	310	Z	0
269	400	311	A 	4678
667	401	311	Z	0
270	402	312	A 	2101
271	403	312	B 	0
272	404	312	C 	0
668	405	312	Z	0
273	406	313	A 	386
669	407	313	Z	0
274	408	314	A 	2378
275	409	314	B 	2153
276	410	314	C 	10
670	411	314	Z	0
277	412	315	A 	1392
278	413	315	B 	14
279	414	315	C 	179
280	415	315	D 	1890
671	416	315	Z	0
281	417	316	A 	1518
282	418	316	B 	1
672	419	316	Z	0
283	420	317	A 	1715
284	421	317	B 	929
285	422	317	C 	17
286	423	317	D 	165
673	424	317	Z	0
287	425	318	A 	766
288	426	318	B 	0
289	427	318	C 	8
674	428	318	Z	0
290	429	319	A 	124
291	430	319	B 	2326
675	431	319	Z	0
292	432	320	A 	25
293	433	320	B 	2022
676	434	320	Z	0
294	435	321	A 	707
677	436	321	Z	0
295	437	323	A 	2202
678	438	323	Z	0
296	439	324	A 	4025
297	440	324	B 	0
298	441	324	C 	0
299	442	324	D 	553
679	443	324	Z	0
300	444	325	A 	58
680	445	325	Z	0
301	446	326	A 	2
302	447	326	B 	51
303	448	326	C 	300
304	449	326	D 	1571
305	450	326	E 	12
306	451	326	F 	413
681	452	326	Z	0
307	453	327	A 	2653
308	454	327	B 	327
309	455	327	C 	0
682	456	327	Z	0
310	457	328	A 	2325
311	458	328	B 	1849
683	459	328	Z	0
312	460	329	A 	4072
684	461	329	Z	0
313	462	330	A 	2999
314	463	330	B 	1
315	464	330	C 	69
685	465	330	Z	0
316	466	331	A 	2807
317	467	331	B 	43
686	468	331	Z	0
318	469	332	A 	2821
687	470	332	Z	0
319	471	333	A 	61
320	472	333	B 	300
321	473	333	C 	2502
322	474	333	D 	10
323	475	333	E 	2
688	476	333	Z	0
324	477	334	A 	1
325	478	334	B 	3142
326	479	334	C 	43
689	480	334	Z	0
327	481	335	A 	2587
690	482	335	Z	0
328	483	336	A 	17
329	484	336	B 	2369
330	485	336	C 	0
691	486	336	Z	0
331	487	337	A 	41
332	488	337	B 	5
333	489	337	C 	224
334	490	337	D 	3149
335	491	337	E 	15
336	492	337	F 	0
692	493	337	Z	0
337	494	338	A 	4326
338	495	338	B 	45
339	496	338	C 	13
340	497	338	D 	532
693	498	338	Z	0
341	499	339	A 	1831
694	500	339	Z	0
342	501	340	A 	1267
343	502	340	B 	434
695	503	340	Z	0
344	504	341	A 	3
696	505	341	Z	0
345	506	342	A 	4942
697	507	342	Z	0
346	508	343	A 	2972
347	509	343	B 	3
698	510	343	Z	0
348	511	344	A 	1731
699	512	344	Z	0
349	513	345	A 	4
700	514	345	Z	0
350	515	346	A 	2614
351	516	346	B 	736
701	517	346	Z	0
352	518	347	A 	29
353	519	347	B 	2910
354	520	347	C 	0
702	521	347	Z	0
355	522	349	A 	4726
356	523	349	B 	118
703	524	349	Z	0
357	525	350	A 	2055
358	526	350	B 	1653
359	527	350	C 	282
704	528	350	Z	0
360	529	351	A 	10
361	530	351	B 	2066
705	531	351	Z	0
362	532	352	A 	3545
706	533	352	Z	0
363	534	354	A 	0
364	535	354	B 	4506
365	536	354	C 	5
707	537	354	Z	0
366	538	356	A 	2037
367	539	356	B 	2
368	540	356	C 	0
708	541	356	Z	0
369	542	357	A 	621
709	543	357	Z	0
370	544	358	A 	4844
710	545	358	Z	0
371	546	359	A 	2840
372	547	359	B 	0
373	548	359	C 	173
374	549	359	D 	1144
711	550	359	Z	0
375	551	360	A 	5
376	552	360	B 	2883
377	553	360	C 	1279
712	554	360	Z	0
378	555	361	A 	14
379	556	361	B 	1294
713	557	361	Z	0
380	558	362	A 	2908
714	559	362	Z	0
381	560	363	A 	1604
715	561	363	Z	0
382	562	364	A 	3738
383	563	364	B 	2
384	564	364	C 	19
385	565	364	D 	0
716	566	364	Z	0
386	567	365	A 	116
387	568	365	B 	815
388	569	365	C 	780
389	570	365	D 	215
717	571	365	Z	0
390	572	366	A 	4820
391	573	366	B 	0
718	574	366	Z	0
392	575	367	A 	62
393	576	367	B 	2700
394	577	367	C 	2145
719	578	367	Z	0
395	579	368	A 	426
396	580	368	B 	0
720	581	368	Z	0
397	582	369	A 	1516
398	583	369	B 	46
721	584	369	Z	0
399	585	370	A 	0
400	586	370	B 	1560
722	587	370	Z	0
401	588	371	A 	575
402	589	371	B 	58
403	590	371	C 	339
404	591	371	D 	36
405	592	371	E 	1348
723	593	371	Z	0
406	594	372	A 	1205
407	595	372	B 	875
724	596	372	Z	0
408	597	373	A 	584
409	598	373	B 	110
410	599	373	C 	3274
411	600	373	D 	636
725	601	373	Z	0
412	602	374	A 	4372
413	603	374	B 	790
414	604	374	C 	21
415	605	374	D 	101
726	606	374	Z	0
416	607	375	A 	875
417	608	375	B 	0
418	609	375	C 	39
727	610	375	Z	0
419	611	401	A 	919
420	612	401	B 	1158
421	613	401	C 	1
422	614	401	D 	2
728	615	401	Z	0
423	616	402	A 	1753
424	617	402	B 	123
425	618	402	C 	502
426	619	402	D 	881
427	620	402	E 	2
729	621	402	Z	0
428	622	403	A 	60
429	623	403	B 	1428
730	624	403	Z	0
430	625	404	A 	8
431	626	404	B 	124
432	627	404	C 	45
433	628	404	D 	77
434	629	404	E 	44
435	630	404	F 	0
436	631	404	G 	0
437	632	404	H 	1340
438	633	404	I 	4
439	634	404	J 	0
440	635	404	K 	1
441	636	404	L 	7
442	637	404	M 	2
731	638	404	Z	0
443	639	405	A 	207
444	640	405	B 	263
445	641	405	C 	3
446	642	405	D 	1
447	643	405	E 	6
732	644	405	Z	0
448	645	406	A 	1
449	646	406	B 	351
450	647	406	C 	0
451	648	406	D 	2830
452	649	406	E 	0
733	650	406	Z	0
453	651	407	A 	199
454	652	407	B 	1568
455	653	407	C 	203
734	654	407	Z	0
456	655	408	A 	67
457	656	408	B 	0
458	657	408	C 	23
459	658	408	D 	3015
735	659	408	Z	0
460	660	409	A 	1891
736	661	409	Z	0
461	662	410	A 	623
462	663	410	B 	2263
737	664	410	Z	0
463	665	411	A 	1471
738	666	411	Z	0
464	667	412	A 	101
739	668	412	Z	0
465	669	413	A 	190
466	670	413	B 	0
467	671	413	C 	9
468	672	413	D 	534
469	673	413	E 	140
740	674	413	Z	0
470	675	414	A 	218
471	676	414	B 	2455
741	677	414	Z	0
472	678	415	A 	1115
742	679	415	Z	0
473	680	416	A 	23
743	681	416	Z	0
474	682	417	A 	10
475	683	417	B 	1
476	684	417	C 	815
477	685	417	D 	687
744	686	417	Z	0
478	687	418	A 	9
745	688	418	Z	0
479	689	419	A 	529
746	690	419	Z	0
480	691	420	A 	2398
747	692	420	Z	0
481	693	421	A 	2425
482	694	421	B 	527
748	695	421	Z	0
483	696	422	A 	2328
749	697	422	Z	0
484	698	423	A 	2287
485	699	423	B 	1873
750	700	423	Z	0
486	701	424	A 	1686
487	702	424	B 	422
488	703	424	C 	618
751	704	424	Z	0
489	705	425	A 	612
752	706	425	Z	0
490	707	426	A 	232
491	708	426	B 	2835
753	709	426	Z	0
492	710	427	A 	0
493	711	427	B 	0
494	712	427	C 	294
495	713	427	D 	1832
754	714	427	Z	0
496	715	428	A 	1089
755	716	428	Z	0
497	717	429	A 	4661
498	718	429	B 	1586
756	719	429	Z	0
499	720	430	A 	0
500	721	430	B 	1548
757	722	430	Z	0
501	723	431	A 	2972
502	724	431	B 	2544
758	725	431	Z	0
503	726	432	A 	2
759	727	432	Z	0
504	728	433	A 	1678
505	729	433	B 	1068
760	730	433	Z	0
506	731	434	A 	4
761	732	434	Z	0
507	733	435	A 	928
508	734	435	B 	2854
509	735	435	C 	1734
762	736	435	Z	0
510	737	436	A 	446
763	738	436	Z	0
511	739	437	A 	11
512	740	437	B 	2560
513	741	437	C 	3
764	742	437	Z	0
514	743	438	A 	1485
765	744	438	Z	0
515	745	439	A 	2777
766	746	439	Z	0
516	747	440	A 	928
767	748	440	Z	0
517	749	441	A 	1415
518	750	441	B 	2319
768	751	441	Z	0
519	752	442	A 	1184
769	753	442	Z	0
520	754	443	A 	4388
770	755	443	Z	0
521	756	444	A 	235
771	757	444	Z	0
522	758	446	A 	1101
772	759	446	Z	0
523	760	447	A 	3741
773	761	447	Z	0
524	762	448	A 	0
525	763	448	B 	2912
774	764	448	Z	0
526	765	450	A 	883
527	766	450	B 	2646
775	767	450	Z	0
528	768	451	A 	3056
776	769	451	Z	0
529	770	452	A 	2318
777	771	452	Z	0
530	772	454	A 	2055
778	773	454	Z	0
531	774	458	A 	3310
779	775	458	Z	0
532	776	460	A 	3462
780	777	460	Z	0
533	778	461	A 	2597
534	779	461	B 	1044
781	780	461	Z	0
535	781	463	A 	3162
782	782	463	Z	0
783	783	H228	Limited	0
784	784	H230	Limited	0
785	785	H238	Limited	0
786	786	H442	Full	0
787	787	W122	Limited	2
788	788	W138	Limited	1
789	789	W140	Full	45
790	790	W146	Full	2807
791	791	W147	Full	930
792	792	W151	Full	1599
793	793	W152	Full	1443
794	794	W162	Full	1425
795	795	W186	Full	2337
796	796	W189	Full	2006
797	797	W197	Full	2426
798	798	W198	Limited	5
799	799	W218	Full	3007
800	800	W266	Full	5
801	801	W274	Full	2120
802	802	W275	Full	2711
