210	210	334	B 	3088
212	212	336	A 	16
214	214	337	A 	63
216	216	338	A 	4915
218	218	339	A 	1838
220	220	341	A 	8
222	222	343	A 	4
224	224	344	A 	1817
226	226	346	A 	1028
228	228	346	C 	599
230	230	347	B 	17
232	232	349	A 	127
234	234	350	A 	3903
236	236	352	A 	3430
238	238	354	B 	4356
240	240	356	B 	2004
242	242	358	A 	4788
244	244	359	B 	0
246	246	360	B 	4211
248	248	362	A 	2911
250	250	364	A 	3687
252	252	365	A 	1165
254	254	366	A 	4766
256	256	367	B 	5206
258	258	368	B 	429
260	260	369	B 	48
262	262	370	A 	1535
264	264	370	C 	16
266	266	371	B 	384
268	268	372	A 	1176
270	270	373	A 	3820
272	272	373	C 	651
274	274	374	B 	53
276	276	375	B 	0
278	278	401	A 	919
280	280	402	A 	2816
282	282	403	A 	1429
284	284	404	B 	1636
286	286	405	B 	2
288	288	406	A 	396
290	290	407	A 	172
292	292	408	A 	69
294	294	409	A 	1936
296	296	411	A 	1683
298	298	413	A 	191
300	300	414	A 	212
302	302	415	A 	1214
304	304	417	A 	15
306	306	418	A 	9
308	308	420	A 	2368
310	310	422	A 	2287
312	312	423	B 	4251
314	314	425	A 	676
316	316	427	A 	0
318	318	428	A 	1144
320	320	430	A 	1561
322	322	432	A 	2
324	324	434	A 	4
326	326	436	A 	434
328	328	438	A 	1432
330	330	440	A 	909
332	332	442	A 	1266
334	334	444	A 	231
336	336	447	A 	3735
338	338	448	B 	2807
340	340	451	A 	3012
342	342	454	A 	2012
344	344	460	A 	3461
346	346	463	A 	3098
348	348	W140	FULL	0
350	350	W147	FULL	0
352	352	W152	FULL	0
354	354	W186	FULL	0
356	356	W197	FULL	0
358	358	W218	FULL	0
360	360	W274	FULL	0
