1	1
1	3
1	5
1	7
1	9
1	11
1	13
1	15
1	17
1	19
1	21
1	23
1	25
1	27
1	29
1	31
1	33
1	35
1	37
1	39
1	41
1	43
1	45
1	47
1	49
1	51
1	53
1	55
1	57
1	59
1	61
1	63
1	65
1	67
1	69
1	71
1	73
1	75
1	77
1	79
1	81
1	83
1	85
1	87
1	89
1	91
1	93
1	95
1	97
1	99
1	101
1	103
1	105
1	107
1	109
1	111
1	113
1	115
1	117
1	119
1	121
1	123
1	125
1	127
1	129
1	131
1	133
1	135
1	137
1	139
1	141
1	143
1	145
1	147
1	149
1	151
1	153
1	155
1	157
1	159
1	161
1	163
1	165
1	167
1	169
1	171
1	173
1	175
1	177
1	179
1	181
1	183
1	185
1	187
1	189
1	191
1	193
1	195
1	197
1	199
1	201
1	203
1	205
1	207
1	209
1	211
1	213
1	215
1	217
1	219
1	221
1	223
1	225
1	227
1	229
1	231
1	233
1	235
1	237
1	239
1	241
1	243
1	245
1	247
1	249
1	251
1	253
1	255
1	257
1	259
1	261
1	263
1	265
1	267
1	269
1	271
1	273
1	275
1	277
1	279
1	281
1	283
1	285
1	287
1	289
1	291
1	293
1	295
1	297
1	299
1	301
1	303
1	305
1	307
1	309
1	311
1	313
1	315
1	317
1	319
1	321
1	323
1	325
1	327
1	329
1	331
1	333
1	335
1	337
1	339
1	341
1	343
1	345
301	260
301	269
305	166
306	156
308	227
310	4
310	6
310	11
310	15
310	18
310	24
310	29
310	32
310	36
310	38
310	40
310	43
310	45
310	47
310	52
310	55
310	61
310	65
310	68
310	74
310	76
310	79
310	82
310	84
310	86
310	89
310	92
310	95
310	99
310	102
310	104
310	110
310	113
310	117
310	120
310	122
310	124
310	126
310	128
310	132
310	134
310	136
310	138
310	140
310	142
310	144
310	146
310	148
310	150
310	152
310	154
310	159
310	162
310	167
310	173
310	176
310	179
310	185
310	190
310	193
310	197
310	200
310	203
310	206
310	210
310	213
310	217
310	219
310	221
310	224
310	231
310	234
310	236
310	240
310	244
310	248
310	251
1	2
1	4
1	6
1	8
1	10
1	12
1	14
1	16
1	18
1	20
1	22
1	24
1	26
1	28
1	30
1	32
1	34
1	36
1	38
1	40
1	42
1	44
1	46
1	48
1	50
1	52
1	54
1	56
1	58
1	60
1	62
1	64
1	66
1	68
1	70
1	72
1	74
1	76
1	78
1	80
1	82
1	84
1	86
1	88
1	90
1	92
1	94
1	96
1	98
1	100
1	102
1	104
1	106
1	108
1	110
1	112
1	114
1	116
1	118
1	120
1	122
1	124
1	126
1	128
1	130
1	132
1	134
1	136
1	138
1	140
1	142
1	144
1	146
1	148
1	150
1	152
1	154
1	156
1	158
1	160
1	162
1	164
1	166
1	168
1	170
1	172
1	174
1	176
1	178
1	180
1	182
1	184
1	186
1	188
1	190
1	192
1	194
1	196
1	198
1	200
1	202
1	204
1	206
1	208
1	210
1	212
1	214
1	216
1	218
1	220
1	222
1	224
1	226
1	228
1	230
1	232
1	234
1	236
1	238
1	240
1	242
1	244
1	246
1	248
1	250
1	252
1	254
1	256
1	258
1	260
1	262
1	264
1	266
1	268
1	270
1	272
1	274
1	276
1	278
1	280
1	282
1	284
1	286
1	288
1	290
1	292
1	294
1	296
1	298
1	300
1	302
1	304
1	306
1	308
1	310
1	312
1	314
1	316
1	318
1	320
1	322
1	324
1	326
1	328
1	330
1	332
1	334
1	336
1	338
1	340
1	342
1	344
1	346
301	267
301	271
305	230
308	165
310	3
310	5
310	8
310	12
310	16
310	22
310	25
310	31
310	34
310	37
310	39
310	41
310	44
310	46
310	51
310	54
310	59
310	62
310	67
310	70
310	75
310	78
310	80
310	83
310	85
310	88
310	90
310	94
310	96
310	101
310	103
310	107
310	111
310	115
310	119
310	121
310	123
310	125
310	127
310	130
310	133
310	135
310	137
310	139
310	141
310	143
310	145
310	147
310	149
310	151
310	153
310	157
310	161
310	163
310	171
310	174
310	177
310	181
310	187
310	191
310	195
310	199
310	201
310	205
310	208
310	211
310	215
310	218
310	220
310	223
310	225
310	233
310	235
310	238
310	242
310	246
310	249
310	253
310	254
310	256
310	274
310	276
310	279
310	281
310	284
310	287
310	289
310	291
310	293
310	294
310	295
310	296
310	297
310	299
310	301
310	302
310	303
310	305
310	307
310	308
310	309
310	310
310	312
310	313
310	314
310	315
310	317
310	318
310	319
310	320
310	321
310	322
310	323
310	324
310	325
310	326
310	327
310	328
310	329
310	330
310	331
310	332
310	333
310	334
310	335
310	336
310	338
310	339
310	340
310	341
310	342
310	343
310	344
310	345
310	346
310	347
310	348
310	349
310	350
310	351
310	352
310	353
310	354
310	355
310	356
310	357
310	358
310	359
310	360
310	361
314	261
314	264
315	272
319	183
319	194
319	228
319	258
320	72
320	98
320	106
322	277
504	2
504	14
504	21
504	28
504	30
504	42
504	53
504	64
504	109
1250	4
1250	5
1250	6
1250	9
1250	10
1250	11
1250	12
1250	13
1250	14
1250	15
1250	16
1250	33
1250	39
1250	49
1250	52
1250	60
1250	63
1250	64
1250	65
1250	66
1250	67
1250	71
1250	72
1250	73
1250	74
1250	79
1250	81
1250	82
1250	86
1250	91
1250	92
1250	93
1250	94
1250	97
1250	98
1250	105
1250	106
1250	107
1250	108
1250	109
1250	110
1250	112
1250	141
1250	144
1250	147
1250	190
1250	196
1250	197
1250	198
1250	199
1250	200
1250	204
1250	205
1250	211
1339	286
1912	169
1912	263
1912	266
