1	60
1	2
1	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	11
1	61
310	12
310	13
310	62
319	14
319	15
319	63
301	16
301	17
301	18
301	19
301	64
305	20
305	74
305	22
305	23
305	24
305	59
305	25
305	65
320	26
320	27
320	28
320	29
320	30
320	66
306	31
306	32
306	33
306	34
306	67
315	35
315	36
315	37
315	68
308	38
308	39
308	40
308	41
308	42
308	69
322	43
322	44
322	70
1912	45
1912	46
1912	71
1339	47
1339	48
1339	49
1339	50
1339	51
1339	52
1339	53
1339	54
1339	55
1339	56
1339	72
504	57
504	58
504	73
305	75
1250	77
1250	78
1250	79
314	80
314	81
314	82
305	83
1339	84
1339	85
